text,label
Very disappointed with this purchase. I bought this based on product details on Amazon which listed special features and extras - a major reason for my choice. There is only the movie on bluray and DVD. Please correct item details Amazon.,0
"Much too long, excruciatingly boring and all Shia LaBeouf does is scream for over 2 hours. I made the horrible mistake of actually BUYING this movie.",0
I love to see the Transformers in movies but I will never get the time back that I spent watching this movie. Good actors in a crap movie do not make a good movie. Fantastic special effects do not make a good movie. A well written story and characters that you care about make a good movie.,0
"I enjoyed the first Transformers immensely. It was quirky, fun and exciting. I'd heard Dark Side of the Moon had recaptured some of that magic. And at first it mostly did. But then, like so many big budget action movies it devolved into noise, machines smashing one another one frame after another, after another, after another... And at over 2.5 hours in length you reach a point where you stop caring. You could edit out a third of the content and it would have been a better movie.",0
"I had low expectations and they still weren't met. My only satisfaction is that I didn't have to pay to see it on Amazon Instant Video but I'll never get my time back. Seriously, this movie has redefined LAME; bad acting, bad editing, bad script. If it weren't for the two little fuzzbots, it would have been a total loss. The ""stars"" who did this film must have had a bad round of luck in Vegas and desparately needed the money. Don't waste 2.5 hours of your life on this, especially when there is so much other less crappy stuff to watch!",0
The special effects (and the fact that I am from Chicago) were the only things about this movie that I liked. The story was dumb and the acting SUCKED!! I can only recommend this for someone who has absolutely nothing else to do and doesn't mind sacrificing a couple of hours.,0
mil gracias por el producto fabuloso recomiendo a este vendedor todo llego en perfectas condiciones excelentesaludos espero seguir contando con ustedes,1
"There are movies that make you wonder what's going on, but they do so on purpose. In this movie, I was confused from the start and obviously not on purpose. It has no actual plot just an excuse for more graphics. Where as 1st movie had some plot, the last 2 had none. Waste of time.",0
"The previews of this movie were the best things about it! The female lead's obviously surgically altered lips were distracting and the idea of people slamming into buildings and sliding through broken glass uninjured was laughable. The transformers were awesome but how long can you watch those scenes before enough is enough. So bad,so disappointing so save your money!",0
"At least the other Transformers movies had Megan Fox for eye candy. Rosie-my-plastic-surgeon-went-berserk-with-the-silicone-and-that's-why-I-have-ginormous-lips-that-don't-move-Huntington-Whiteley is ugly. My eyes hurt from watching her and this movie. Rented this movie only out of morbid curiosity. There, that's all that needs to be said.",0
This movie became so boring I stopped watching it after an hour and a half. I liked the first one much better.,0
"Blah blah, sexy girl, blah blah, fighting robots, blah blah, cliche action lines, blah blah, talking robots, blah blah blah.",0
"Less of a plot than the first movies. Fell asleep twice watching it, despite all the explosions....Seems like the writers may be running out of ideas",0
I enjoyed the 1st Transformers movie for what it was. Found the 2nd to be unwatchable. This one is better than the second one but what is that saying.,0
"It only took me about 15 minutes. These Transformers movies keep getting more expensive and equally more ridiculous. The first one was charming and really funny, especially the first half. The humor reminded me of Armageddon. I actually liked Shia LaBeouf back then. This one tries way too hard in every aspect and fails in almost all of them. I understand these movies are not to be taken too seriously (I mean this is one step up from Power Rangers), but this movie could've been presented much better.The only reason I'm not giving one star is because the special effects and action sequences were exciting at times.",0
"This movie was terrible. No plot, action was written by a 10 yr old Shia is beyond annoying and the actress who's name I'm not going to bother to look up can't act and wasn't much to look at either.",0
"Dark Side of the Moon makes the first Transformers movie look like Citizen Kane. I got about halfway through this movie before I had to stop watching. The plot was utterly nonsensical. I had no sympathy for any of the characters--the sooner Megatron kills Shia LeBoeuf the better--in my opinion. The action scenes were so convoluted, I couldn't even tell what was supposed to be happening nine times out of ten. PLEASE PLEASE PLEASE, Michael Bay, Don't make another Transformers Movie.",0
"The item arrived in perfect condition. The transaction was easy, convenient, and service was efficient. I've used this seller on other occasions and have never had a problem. I am completely satisfied and would highly recommend to others. In this case, I chose the seller because of good experience in the past, despite a slightly higher price-- and still a great bargain!",1
"This is a disappointing film. The first two films managed to include a story with the special effects. This one didn't really bother. Mind numbing, and in a bad way.",0
Great popcorn flick. Big difference between the dvd & bluray. The digital copy has been great since we own an iPad,1
Love it but not as good as the other 2. Shia is great as always and love the soundtrack also but that is just me. Very good graphics but I was really paying more attention to the story and ya gotta just love it when dictator obama is spliced into a movie as the good leader that he isn't and they made George W. Bush look like an idiot. But this is hollywood and they suck.,1
"20 dollars and 2 1/2 hours I can never get back. I was disappointed by this movie I am actually embarrassed I bought it last Friday when it came out. My kids were so excited but after 2 hours even they had enough. During the scene where the building is crashing down My 9 year old asked What did Optimus Prime go on a lunch break? Once he did show up he made short work of the bad guys. The action scenes were amazing at first but became boring and tedious real fast. Shia LeBeouf is awful, his stupid jokes always seemed to come at the most inappropriate times. John Turturro's character may be the most stupid, intelligent character in a movie ever. No character development, no real emotion and Transformers that in many scenes never even fought back. If you have to rent it skip the first 45 minutes, but don't buy it it's just not worth it.",0
Just got this Blu Ray and just found out there is no DTS sound unlike what the description says on Amazon. Wait for the better version!,0
"This is by far the worst of all the Transformer movies. Every scene with Shia and his blowup girlfriend is a slap in the face to modern women. After watching for thirty minutes, I realized I had wasted enough of my time and stopped the film. If I had paid for this, I would have thrown a temper tantrum until I got a full refund.",0
This is one of the worst movies I've ever seen. Poor Shia has to have a high paid model to make his acting look better.,0
THis company advertised this as a 3D movie. When I received it it was only a Blu-ray. They told me I would have to ship it back to them to prove it. I was very upset and they are horribel to work with.,0
"I wasn't expecting this to be a great movie, but figured it would be a fun enough way to zone out for a while. Wow was it ever worse than I thought it could be! Full of ""clever"" one-liners, bad characters (both humans and robots... really? There's an old British autobot named ""Q"" who designs fancy gadgets and weapons?), and action that was at times fun, but for the most part incredibly drawn out and ultimately just boring. Basically this was 2.5 hours (and it feels like 4) of unpleasantly spent time.",0
"There's so much to say about what's dumb about this movie, but it has one thing going for it: pretty colors flickering fast. A great movie when you want to give your brain a rest. Best viewed on mute.",0
"Well, I didn't think the series would get worse , but it did.This movie is not only bad , I wouldn't buy this on DVD, Blu Ray , or on bootleg.This is as bad as it gets for action movies . I will keep the first Transformers movie and forget about the others that followed.",0
"I know it sounds hard to believe, this movie being so loud and ""spectacular,"" but I was just so bored by the giant gizmos shooting at each other again, I fell asleep.",0
"The girl who replaces Megan Fox wears white the ENTIRE MOVIE, it borderlines stupidity. The movie is just garbage, I'm not gonna waste your time telling you every bad detail, but it almost seems that several things were done just to piss Megan Fox off completely ignoring story line.",0
"I really enjoyed the first two live-action Transformers movie but this one ... no! I was definitely disappointed with the casting of Sam's new love interest. There was a lot of action but it seemed ""action for the sake of action."" I felt that the picture ""worked too hard at being good."" There were times I couldn't tell who was autobot and who was decepticon. Some of the scenes were extremely crude and others tried my patience. So no Megatron, no Ironhide, and no Sentinel Prime. We have the one-armed Optimus and the unscaved Bumblebee. Agent Simmons was there being well ... he was there. Better luck next time, Bay.",0
"The nicest thing I can say about this movie is it is really bad. There's talent to burn in the cast but they should have burned the script instead. The script is so terrible it makes ""Never Too Young To Die"" look Oscar-worthy. Rosie Huntington is like a blonded Megan Fox but without the charm or gravitas (which Ms. Fox isn't exactly awash in either so you can tell how wooden her replacement is). The movie is actually painful to watch for teh first 2/3 but at least some of the action scenes in the final third are cool enough to make it not a total loss.",0
"Someone needs to stop Michael Bay. Seriously. This pile of festering rot is the latest in his neverending assault on one of the most popular and well-loved series from the 80s. I honestly don't think I could have hated this movie more if Bay himself had personally kicked me in the crotch while peeing on my face as I watched it. The man is arguably a worse director than Uwe Boll, the only noticeable difference being that Bay's films have budgets to speak of. Avoid like the plague.",0
Total mind rape of a movie. This was by far the greatest let down of 2011. I found this movie disrespectful to the true Transformer fans and see this regurgitation as a middle finger from Micheal Bay to all of us. If your a True Transformer fan stay away.,0
"I bought this for my husband for his birthday, and was disappointed when I got it. It said online that it was a 2-disc and I only got one disc. It wasn't in it's original packaging, and I payed as much for it as I would in a store.",0
"In a word- horrible. I am a HUGE fan of the first two. Watched the cartoons as a kid, and i really couldn't wait to see this movie. It was horrible. Rambling, incoherent, and unfocused. I missed Megan Fox every minute that pouty, big-lipped female was talking, and fell asleep after 20 minutes.",0
"Tried Amazon's video streaming for the first time for Transformers via the TV, but sadly it did not work. We have watched many movies from Netflix so surprised when this did not work especially after paying $3.99. Looks like I need to go back to DVD rentals for new releases at the blockbuster kiosk.",0
"Seriously, people? It really makes me laugh to read people going on and on about how horrible this movie was. I understand if you are a fan of the Transformers in the 80s that you might be upset, but I'm not and I liked this movie. You aren't supposed to over-analyze movies like this! Just watch the good graphics, attractive people, and be entertained! This franchise isn't something that is supposed to make you think. I mean really. Anyway, I just wanted to put in my 2 cents. I think this was far better than the 2nd one, which was very lacking. The graphics are good and it's entertaining, especially if you have some time to kill and just want to turn your brain off and be entertained.",1
Great value for money. I purchased this DVD for my son as he loves Transformers. Received the DVD before the estimated date and before it was due to be released in Australia.We were only interested in the movie(extras etc not a big deal for my son) so it was a very good buy.Quality of movie was good too.,1
"I received the message that the U. S. government is hiding knowledge about what is beyond Earth's atmosphere. But all governments hide information from the masses of their people. What intrigued me was when the Sentinel Prime character said to the Optimus Prime character that they used to be gods and now they were called machines. I can relate to that statement. I am a descendant of a people that were performing high sciences at one point in time and now we are beasts of burden. Try to talk to a typical African person about science and see what you get. At best they'll say, how does this help me pay my bills? At worse they'll look at you like you have 2 heads.",1
THIS MOVIE IS THE BEST MOVIE ANYONE WILL EVER SEE IN THEIR ENTIRE FREAKING LIFE! BEST MOVIE EVER! IT ROCKS!,1
This DVD does not play well at all. I wish I would have purchased this elsewhere. The price for this should have been much less to equal the quality.,0
"Just went to the premiere and holy crud is that movie legit. Tons of laughs, emotion and of course the best action special affects you'll ever see. Definitely go see it if you loved the first 2 or even liked. You'll be into this one the whole way through",1
I've tried watching this movie twice now and have fallen asleep about half way through each time. The opening plot is really boring and the 3D is flat and uninteresting. Good 3D needs to have a few things flying out of the screen once in a while ... this doesn't. My friends tell me the ending is pretty good but I've never stayed conscious long enough to see it.My advise - get the new Resident Evil 3D instead - if you like stuff flying around this has it --- POW!Cheue,0
"A waist of time, money, and brain cells. Do not waist your time with this pointless drivel. This makes me hope they never make another attempt at a Transformers movie.",0
"Why did I buy this thing? Well, I saw a preview and it was great. Make no mistakes, is a good movie if you like machines beating up humans without the humans being make into jelly.The opening was the best in the world. If they had only kept it that way... But no. It desintegrated into pieces. The FXs were fabulous, but you can't make a whole movie out of that.Sorry fans. I was disappointed, but then I'm not a kid anymore, so that's probably the reason.",0
"Paramount has soared to new heights of ""vulture-ness,"" patiently sitting on a branch for the last sap to buy this on Blu-ray before conveniently swooping in on said saps with the 3-D release. (Can't remember if Thor hit theaters as a 3-D movie, but I think it did, and Paramount is using the same release strategy there.) Please resist this strategy fellow would-be saps. The movie is a solid 3 (couple of weak plot lines)...the release strategy gets it rated a weak 1!!",0
"I'm glad I rented this one first, because image quality was horrible. I popped the disc in my PC to take a look, and discovered the movie was only 2.8GB. What was Paramount thinking? A DVD can hold 8+ GB. The more space that's used, the higher the bitrate. A low bitrate results in poor image quality. So, what we get is a DVD that's nearly empty, and a highly compressed mess of a movie. Thanks for nothing, Hollywood.",0
"This review does not reflect anything about the movie. I pre-ordered this item Sept 22,2011 thinking I was going to get it as soon as it was released. Guess what? It's Oct 3rd and and I'm still waiting. Will update review as soon as get the movie. Update: Finally arrived 4:30pm Oct, 3rd.",0
"I really don't think I would buy the blu ray dvd movie, but when I saw it at an IMAC theater in 3-D, it was increadable. That's the only way to see this movie. Without the 3-D effects, it's not that great.",0
"This pisses me off,what a burn! I knew this came out in theaters in 3D. You find in the case a coupon for the 3D version coming out ""Soon!"" Bite me Paramount. I'm taking this back for my money. Keep the coupon. What am I suppose to do with this combo after I buy the next? You and Peter Jackson must share the same marketing people.",0
I love this purchase and I would recommend it to any one to purchase this item for their fun and excitement!,1
"Bought it because it was part of the series and I really enjoy Shai LeBouf as an actor. Really liked him in Disturbia and in Indiana Jones and the Kingdom of the Crystal Skull (although the plot of that movie was pretty lame. but that's for another review.) Disappointed with how they explained the absence of his true love, Mikeala, and why they broke up. For him to have a model as a girlfriend seemed a bit of a reach. She lacked the toughness that spurred the character of Sam (Shai) to do great things. This movie is on a scale of 1-10 about a 4 for story line and a 7 for action. I still bought it but am kinda disappointed.",1
This is a great addition to any DVD collection. I would highly recommend this DVD for anyone who likes this TV series.,1
really great movie packed with a lot of action keeps you off on the edge you don't get bored or tired of watch it always something happening,1
"First off, let me just say that I am a huge Michael Bay fan.From ""Bad Boys"" to ""The Island"",he has created some of the most exciting action sequences since the last decade,and ""Transformers 3"" is no different.I must admit that I did not like the first film-nor cared too much for the abysmal sequel that was ""Revenge of the Fallen"",but Bay finally got everything right for this installment.And the last 40 or so minutes is definitely worth multiple viewings.(The toppling building sequence impressed me tremendously),and the cast stays on point to where there are no weak links.Some credit has to be given to Rosie Huntington-Whiteley as Sam Witwicky's(Shia LaBeouf)girlfriend,who is actually alot more tolerable than Megan Fox.Long story short,I wish I had gone to go see this one,as it proves that Michael Bay is still fully capable at keeping our attention with off the wall action spectacles.Keep up the good work.",1
Very please with the product and time to receive the merchandise..Will definitely buy from Amazon in the future. Very pleased with the purchase.,1
"The Movie is expectacular, amazingly directed and the visuals are well crafted, the visuals are very realistic, and a well budgeted film in 2011. Absolutely a collectors item.",1
"I am a HUGE fan of the Transformers movies, but I have to say that this is not the best of the series. As much as I am not a Megan Fox fan, they should have kept her. I also thought that the ending was a bit abrupt. Not really the way I would have ended the series. (to my knowledge, it was the last)",1
great to film in 3D optimal image ferso recommend to anyone who likes the film still in HD. . . .,1
This is a great movie lots of action and intrege. Being the third movie in the series i was afraid it was gonna be a flop but it was a great movie after all.,1
"This is the reason for HD TV's to exist, to watch a movie like this with higher quality and sound that a theater. Just great, buy it if you are a fan, buy it if you love movies, buy it if you love HD, buy it if you have a TV and a couple of hours to enjoy a good action movie.",1
"I am not a professional movie critic, but I love movies. This was a poorly written movie and that's why I gave it two stars. The focus for this movie was clearly to make money utilizing graphics and taking advantage of a strong fan base. After watching it, I understand why Megan Fox turned down the opportunity to be in it. I would give you examples from the movies as to why it was so horrible, but let's just say it was that forgettable.",0
Ignore all the haters. It's still giant robots from space fighting each other. Enough said. On par with the first movie and better than the second one.,1
"Great movie series, fun to watch hope it continues with more sequels. This one was as good as the first ones.",1
I love this movie! The special effects are crazy and the storyline was interesting also. I highly recommend this movie.,1
"This video is incredible in 3D. It was a gift for a relative and he absolutely loves it. Viewed on a 3D TV and 3D BluRay player, it was just like going to a movie on the big screen.",1
Thanks for the great price and movie. It was really good. But of course I love the 1st one the best.,1
"Well the critics got this one right; Michael Bay was a good director until he got big and lost his perspective. Dirty old man syndrome? Yes, what a joke. I was looking forward to intelligent Sci-Fi and got crap. The reference to Obama in an unreal world was stupid (I came to get away from real world politics). The treatment of the woman in the movie was degrading (glad the other actress bowed out...what a tear down}. It was a shame that the very good actors that came back to do this film had to deal with a totally self-involved director. The animation was excellent but the story was trash. I am soo sorry I spent any money on this film.",0
"Wait for Black Friday or the 3D version to be released,it gonna be like LOTR Bluray all over again.First version Theatrical version(normal length)Second Version Extended Cut",0
"Booooo!Don't buy it because no special features are available but there will by by years end, so another clever studio scheme capitolizing on consumers! Yes, they probably factored per 1 million copies sold - 10 - 60 % will double dip generating a flow revenue for the impatient and believe me 90% of americans are IMPATIENT, so they know they have the rabbit by it's tail! Don't take the blue or red pill on this one!!! No rabbit holes running deep here, just peoples pockets that are succorred into buying the bare-boned Optimus...I hope this truly helps you out, seriously..",0
"I can't believe Hasbro alowed Micheal Bay to butcher this franchise on the big screen! Okay the first one was okay, the second one was pure imature garbage, and Dark of the Moon was meh.... I will say though there are some G1 nods, but not enough, for crying out loud they did a horrible job on Soundwave, and Shockwave, and why did they make Bumblebee such a crazy warrior, for goodness sakes in the G1 series he was a Recon Transformer, not a fighter, because he would always get he's butt kicked! And Starscream getting killed by Sam, really Bay? And of course the human are flat out stupid, crude, cartoonie, and just add to stupidity of the trilogy! And Megatron is crap in this, they make him look like a sad lost puppy in ROTF, and DOTM, and Alpha Trion (excuse me SENTINEL PRIME) was never on the Ark! And Alpha Trion was never a Prime! They should rename this trilogy, BayFormers!",0
"And these masters are Michael Bay and his computers!!!And we have no one but ourselves to blame!!!This movie is like a 2.5 hours car crash. When you think it can't get any worse - it does.It would deserve 2 stars if it didn't have any human actors. But Michael Bay is actually controlled by his computers, and they made him put these humans in this movie to make us suffer even more!!!This is all I have to say. Transformers IV is coming soon to the theaters near you. Preorder your tickets now!!!",0
"Some really nice animation and some segments that held my interest for minutes at a time, but mostly disjointed and tiresome. The talented cast improves the quality of the film, but not a lot.",0
"2 big complaints:1. great start with the archive video of the moon race, including references to NASA, Sputnik, and the Soviet moon probes. No story to follow.2. Dumb girl, ""eek!"" Really beautiful, but never physically confronts these huge machines. Hey, the guys are just as unmatched as she. She is shown at the start at resourceful & smart. Give her something! Her only power was in gossiping to the bad bots to play mind games.One small complaint:The little boy in me would love to see the transformers build into some mega bot, like Power Rangers do, or to use some junk around them to add to their arsenal.",0
"Painful to watch. Hopefully, this will be the last Transformers feature, with future funding going towards far more worthwhile projects.",0
"I recorded this movie from freebie I got from dishNetwork and wow what a let down, Acting has really takening a nose drive on this one. Way to many actors in it many of them were flat out goofy and love interest has way to much collagen in her lips makes her look like she has a hockey puck in them and she came across as blond bimbo. Dialogs,talking was to fast and hard to follow way to much mumbling and confusion going on. Makes me glad I did not shell out some cash for see this dog. Hasbro should be ashamed to have their name link to it. Lastly hang on to your money you will find it at here or at some other Online store for less than price of a movie ticket.",0
Unfortunately I had to return this movie. It was also a Christmas gift. Already had one.. My kids have one or I would have kept it..,1
"The special effects are what you expect from the Transformers series, but the story line also is unfortunately what you expect. It's just more of the same disjumbled events getting thrown together. Some parts of the movie flow well, and others are just plain ridiculous. It's past time the writers & director for this series either move on or grow up and quit turning every scene into some kind of teenage behavioral prank. They've done the bumbling parents, the stuttering idiot Witwicky kid, the jive talking robots, and the goofball super secret ex-agent to death already. How about having grown adults who are fighting for the planet's survival actually act like it?",0
"I am glad I watched someone else's movie before I spent money on this lousy thing. I will always be on my do not buy list. Rose what's her name is not worth seeing in the movie. It would have been better without her all together. And she didn't hold a candle to Megan Fox. I did like the FIRST TWO movies but this one is a total waste. Boring from the word go other than some things about Kennedy and the early space program. It would have been better as a cartoon. If they come out with another one, I will not be spending any money on it. This one was so boring during the middle of it I about fell asleep.I would not waste the money on it, just borrow someone else's movie and save your money for a good movie.Oh and I might give it a 2.5/10 but since this is on a 5 scale it only gets a 1 and I would have given the other 2 movies a 4/5.",0
"As usual in this series, the writing was a joke. The effects were spectacular, but I winced several times at the cheesy dialogue and woeful exposition. The animated move from the 80's is a much better story. I'd heard that this installment was much better than the first two, but I was just as dissapointed. I also thought we might have less women walking around looking like expensive call girls with Megan Fox's exit, but there was even more gratuitous butt and boob exposure than in the others. I should have known better than to waste my 4 dollars and 2 and a half hours. Don't let your kids watch this!",0
Not recommended for children and not even teenagers.Poor story.Nothing new or interesting.I was expecting something better.Dissapointed.,0
The movies get to me the same day they hit the stores and I dont have to drive to get them.,1
"First, the movie has incredible special effects, but the script and acting are horrible. However, the real problem with this package is that the disc does not have any special features!",0
"The weakest link of the Transformer trilogy; The first two were decent films, how did this one end up so bad? I barely made it through the theatrical viewing, I couldnt imagine buying it and watching it again.",0
"Horrible film that should be avoided by all, exept maybe 10-14yr old boys. This film is actually worse than the second installation in the Transformers trilogy. I'm a fan of the first Transformers film & also the 1980's cartoon along with sci-fi films in general, but even for me & my easy-going taste in films, these two sequels are absolute pieces of rubbish.The Blu ray quality is fine though, crisp visuals with a strong TrueHD track, unlike the first film's release on Blu ray.",0
Oh please... this movie doesn't tell a story so much as show off special effects and replay platitudes. Should've left well-enough alnoe instead of making this far-too-long sequel.,0
"The plot was terrible. The acting was terrible. The effects were as good as the other ones. If you want to see pure action without any story, then enjoy. Otherwise...it was a complete waste of time.",0
"I am only writing this spoiler-alert review because most people have already seen this movie:This time Michael Bay pushed science fiction beyond the limits of credibility, and that's where he lost me.I can see alien robots flying all over the place and destroying everything in their path, but THAT GIRL WITH THAT GUY WHO HAS NO JOB, AND NOT CHEATING ON HIM WITH HER ALPHA-MALE BILLIONAIRE BOSS? -ABSOLUTELY NO WAY!!!Now, to Michael Bay's credit: the acting and the special effects are incredible. Specially the scenes where she is riding in Sam's old deplorable car acting like it's no big deal for her. Those scenes do look real.",0
Bought this after the Digital Copy expiration date had elapsed. Nothing on the Amazon site indicates the expiration date. The package has this warning on both the outside and inside. Amazon offered a full refund. That's a stand up company in my opinion.,0
"I specifically got this version of the movie for my husband so he could have the movie on his iphone. The code expired in September and they are still selling it to people as dvd+blu-ray+digital copy. But you cannot get the digital copy because of the expired code. If you wanted the file for itunes like we did, DO NOT BUY!!!",0
This was suppose to be such a great movie and it fell very short of all the expectations I had. I have been a huge fan of transformers since they came out in the early 80's. It's sad to think this could be the end of them on the big screen. I hope they redeem themselves by doing a 4th installment. Bring in Hot Rod and Ultra Magnus from the original series. I for one hope they don't end on such a poor film. I was very disappointed! As hard as that is to say. It was really bad.,0
The whole transaction went smoothly. Arrived within reasonable amount of time however have not had the time to watch the movie yet!,1
"I liked and enjoyed the effects but that's about everything entertaining about this movie. The quality (blue ray on ps3) is pretty bad ass.Story line is very mediocre and no depth at all. The acting was sad at times.And most importantly I missed Megan Fox, someting just wasn't right with the new big upper lip girl. Maybe with Megan it would have been a better movie? Guess we will never know.",0
"They need to get a new director and new script writer.. They just keep getting worse and worse.. Get rid of the Witwicky's.. It was funny the 1st time,now everything is just drawn out.. I never saw it in the theater and just bought it on blu ray.. I'm regretting it.. I don't understand why they don't use the original voice for Megatron.. I won't watch another one.. They should add the Dinobots,and make Devastater like in the cartoons,5 robots merged into a giant one,not a cross between a cement mixer and garbage compactor.. Cmon,what a shame.. It could be so great if someone actually cared about it.",0
"I really liked the movie and i really hope this is the Last Transformers movie.I am only giving it 5 stars for the movie and not the price.I think that is to much for just one dvd which is not a blue ray copy.This price should go down to at least $15.00yeah new movie but price for this nope.Transformers will be always cool, to me at least the three movies did come out good,I would wish they stop making movies from cartoons, Leave the cartoons alone.5 stars for the movie not the priceAlso in the movie, new actors, and new leading lady she was good,His parents had small parts which is good because in this movie they showed him more of a grown man.The scenes from the movies are cool, shot in Chicago and that is a cool city,Alos make you think of the cover ups that really did or did not happen on the moon, or why we went into space.So if you already have the other two movies get this third movie but try to find a lower price",1
"HI Everyone, I was looking into the specs of this Bluray and it doesn't say if it is a Multiregion Disc? In the European site it says... Multiregion.",1
3D is all about pop outs gimmicks which is all missing here there is depth but average not that great. The movie & audio both are great but everybody was anticipating one of the best 3d blurays which is not the case. There are many other movies like Resident evil Final destination 4 & 5 and many others which have awesome 3d effects. If you have already bought the 2d version do not regret.,0
"Transformers the Movie (1985) was awesome. But these Transformers look like a pile of garbage throw together. The CGI animation makes everything look like synthetic barf. The Transformers movies need a reboot, where the characters actually look like they are supposed to. And without the worlds worst director Michael Bay. Disgusting. Don't let your kids watch this atrocity.",0
"If you watch trasformer 1, don't spend your time to watch this, even it is free. I consider this movie is just below the episode 2 and the 2 below 1. And nothing is new.",0
"This item was suppose to contain a digital copy but it only has a Blu-ray and a DVD disk. The digital disk was not included, from the package and from your advertising it was suppose to be included. What happened?",1
"Same as all the other recent transformers movies, dull and bland, completely emotionless. The story lacks excitement, and only the occasionally good special effects made me sit through it.",0
"The DVD is not playable since 1 hour 30 minutes, then the picture becomes stopping and going and keeps that way.",0
"FYI: As of November 28th 2012, the Product Details for ""Transformers: Dark of the Moon (Two-Disc Blu-ray/DVD Combo + Digital Copy) (2011)"" contains the wrong Format - this Blu-ray disc does NOT have DTS Surround Sound. You can see for yourself when you zoom in on the back cover photo. I've already submitted an ""Update Product Info"" request, and will keep the movie because I bought it on a great Black Friday promotion, but I just wanted to let others know in case it influences their purchase.",1
Annoying when you buy a movie mostly because of the digital copy and it has expired months before.This is a major DISAPPOINTMENT!!,0
"No special features at all, on either disc, just the movie. Not at all what I expected from a Blu Ray/DVD combo pack.",0
"Michael Bay movies are meant to be action packed fun cheesy goodness. Which this is. The reason I'm giving this a bad review is because Amazon Instant Prime has edited out parts!! It's a PG13 movie!!!!!! It doesn't need edits! Considering how much we pay a year for Prime, I expect to be able to watch the full movie.",0
"Poorly acted, written and plotted. Sci-fi and action movies are my thing but I couldn't get through this one as it seemed like all involved just ""phoned it in"". Worst movie I've seen in a long time.",0
"Two dimensional characters, dropped plot-points, flat dialogue, bad acting and an overall story that makes a 1962 comic book look Shakespearean. Michael Bay you ruin everything you touch. And I'm worse for having seen this.",0
The story is so boring. I still have not finished yet after three nights watching: I only take it for half hour.,0
"My daughter and her friend gave this film a big thumbs down:""We hated it. We were bored out my minds, and couldn't understand the story line at all. The acting was moderate. The only good thing about this movie was that it made us super hungry, since it was 3 hours long!..... At least smear a little spot of dirt on ""angel's"" face by the end.""""So basically, don't watch it.""""Sorry, people. We are very frustrated right now.""",0
"I have a question for the continuity people.....I liked the rest of the movie, but was upset to see one thing.....why is ""Eagle's"" ascent stage still on the moon when the autobots go to visit the wreckage? I mean, come on, guys....any 60's space buff would have noticed that error....",1
Got this at a great deal and loved the movie. It's nice that I can watch it on my iTouch anytime and not on Flixster under restrictions.,1
"Both the French and German Amazon site have the 3d Blu-Ray edition to be release in February 2012 , One has the 9th, the other has the 15th.",1
"great movie, but too much sweraing in it!great action screanes, are they giong to bring back megatron as galvatron we should also see unicron",1
"I won't say that this movie doesn't have its moments, just that they are few and far between. And you know those horrible, horrible memories everyone grows up with, the kind that scream ""embarrassment"" at high volume when, a few years later, you are reminded of the fact that yes, you were stupid enough to say that in front of those people? This movie is chocked full of those moments.",0
"Most of the time you can't tell what you're looking at, everything is so dark and gritty. There are explosions all the time, but I'm not sure why, as nothing seems to get damaged. The Transformers are garbage. Once again, new ones are introduced with no particular reason why I should care, and the movie is quite cavalier about killing fan favorites. The plot is thin (and ridiculous) and has huge plot holes. Bad guys are bad, but the good guys aren't particularly good anymore, as there are a ton of casualties that nobody seems to care about.This movie evoked nothing but a hatred of Michael Bay.",0
"I'm a huge Sci-Fi fan I'll watch almost anything once. This is one of those one watch movies. A huge disappointment and not enjoyable at all. The first half of the movie is spent trying to make you lust after Huntington-Whiteley. She is so one dimensional that she's impossible to like, let alone think she's appealing. There was zero chemistry between Huntington-Whiteley and LaBeouf. They wasted half the film trying to show how LaBeouf could be the worst bumbler of all time and how everyone knew it. Somebody in the studio obviously doesn't understand the Sci-Fi audience.",0
"This Blue-ray has great picture and sound, plays awesome on my 46"" LED LCD. I couldn't ask for anything more.",1
"This was good series ender, still in line with the other two and lot's of action. New girl, cuter than Megan possibly.",1
"I already had the DVD version and wanted to see it in 3D. There are a few scenes where things pop out at you, but the overall depth of the video was less than what I was expecting. I'm still glad I purchased it in 3D and have watched it twice since owning it. I watched it on a LG Plasma with active 3D glasses.",1
3rd Transformer movie brilliant in 3D. The images and colours on blu ray show the movie to its full effeect. Sound on dolby digital perfect. Worth buying for a fun packed couple of hours.,1
"Transformers: dark of the moon arguably has the best action compare with its predecessors. However, it does have the worst story compare with the previous two movies. I praised transformers for its phenomenal graphics and computer graphics. It would definitely worth it if anyone is a fan of highly-advance sci-fiction movies.",1
"The movie was all we expected, and the 3d was just that much better. definitly worth the money. I was very pleased with my purchase.",1
"I bought a 3D TV only to find out that the selection of 3D Blu-rays absolutely sucks. Half of them are kids movies but the 3D warning says kids aren't supposed to watch 3D movies. No wonder so many people think 3D is a gimmick.The only great things about 3D so far, are some of the PS3 games.my fav right now is God Of War: Origins collectionI want in 3D now!Kung fu panda 2transformers: dark of the moonavatar - available to the public at reasonable price instead of one-hundred-sixty bucks(what a crock, can't believe such a good director sold his soul to panasonic)Wake up, hollywood.Between the economy and the lack of 3D content, I think America's going to hell. They've got their heads too far up their asses and low IQs too. The only thing America is #1 at is creating weapons of mass destruction",0
